price,area,status,bhk,bathroom,age,location,builder,year
85.0,1071,1,2,2.0,5.0,Porur,seller,2016.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
162.0,1765,0,3,3.0,0.0,Other,seller,2021.0
162.0,4500,1,8,6.0,0.0,Royapettah,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
34.0,675,1,2,2.0,3.0,Other,seller,2018.0
22.49,610,1,2,2.0,0.0,Other,seller,2021.0
28.0,800,1,2,2.0,3.0,Veppampattu,seller,2018.0
162.0,3485,1,5,5.0,4.0,Other,seller,2017.0
50.0,1000,0,2,2.0,0.0,Medavakkam,seller,2021.0
49.5,1000,1,2,2.0,0.0,Other,seller,2021.0
27.0,720,1,2,2.0,3.0,Veppampattu,seller,2018.0
121.0,1250,1,2,2.0,0.0,West Mambalam,seller,2021.0
45.0,1000,0,2,2.0,0.0,Madambakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
160.0,1463,1,3,4.0,0.0,Porur,seller,2021.0
25.0,582,1,2,2.0,2.0,Ambattur,seller,2019.0
162.0,2400,1,3,3.0,6.0,Other,seller,2015.0
28.0,800,1,2,2.0,3.0,Veppampattu,seller,2018.0
162.0,5100,0,5,5.0,0.0,Other,seller,2021.0
49.0,1200,1,2,2.0,0.0,Guduvancheri,seller,2021.0
162.0,2622,1,3,2.0,0.0,Perungalathur,seller,2021.0
30.0,950,1,2,2.0,1.0,Other,seller,2020.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
106.0,1350,1,3,3.0,0.0,West Mambalam,seller,2021.0
55.83,859,1,2,2.0,0.0,Velachery,seller,2021.0
22.0,420,1,1,2.0,3.0,Other,seller,2018.0
48.5,1450,0,2,2.0,0.0,Other,seller,2021.0
39.5,820,1,2,2.0,0.0,Madhavaram,seller,2021.0
85.0,1071,1,2,2.0,5.0,Porur,seller,2016.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
162.0,4500,1,8,6.0,0.0,Royapettah,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
162.0,1590,1,3,3.0,4.0,Anna Nagar,seller,2017.0
68.5,1080,1,2,3.0,0.0,Kolathur,seller,2021.0
34.0,675,1,2,2.0,3.0,Other,seller,2018.0
34.0,675,1,2,2.0,3.0,Other,seller,2018.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
55.0,1200,1,2,2.0,0.0,Medavakkam,seller,2021.0
44.75,1250,1,2,3.0,3.0,Other,seller,2018.0
59.0,900,1,3,2.0,0.0,Other,seller,2021.0
49.0,919,1,2,2.0,0.0,Sholinganallur,seller,2021.0
25.0,619,1,2,1.0,4.0,Pozhichalur,seller,2017.0
42.5,818,0,2,2.0,0.0,Other,seller,2021.0
42.5,818,0,2,2.0,0.0,Other,seller,2021.0
48.5,818,0,2,2.0,0.0,Other,seller,2021.0
57.5,922,1,2,2.0,5.0,Other,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
162.0,5100,0,5,5.0,0.0,Other,seller,2021.0
55.83,859,1,2,2.0,0.0,Velachery,seller,2021.0
125.0,2350,1,4,4.0,5.0,Iyyappanthangal,seller,2016.0
125.0,2350,1,4,4.0,5.0,Iyyappanthangal,seller,2016.0
110.0,2350,1,4,4.0,5.0,Iyyappanthangal,seller,2016.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
25.0,619,1,2,1.0,4.0,Pozhichalur,seller,2017.0
125.0,2350,1,4,4.0,5.0,Iyyappanthangal,seller,2016.0
125.0,2350,1,4,4.0,5.0,Iyyappanthangal,seller,2016.0
110.0,2350,1,4,4.0,5.0,Iyyappanthangal,seller,2016.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
42.18,868,1,2,2.0,0.0,Pammal,seller,2021.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
53.0,942,1,2,2.0,5.0,Iyyappanthangal,seller,2016.0
27.5,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
28.0,586,1,1,1.0,0.0,Sembakkam,seller,2021.0
162.0,2400,1,3,3.0,6.0,Other,seller,2015.0
35.0,953,0,2,2.0,0.0,Other,seller,2021.0
162.0,4000,1,4,4.0,0.0,Other,seller,2021.0
162.0,4000,1,4,3.0,0.0,Adyar,seller,2021.0
26.2,655,1,1,2.0,0.0,Madambakkam,seller,2021.0
35.0,700,1,2,2.0,4.0,Other,seller,2017.0
110.0,1405,1,3,2.0,0.0,Adyar,seller,2021.0
25.0,650,1,2,2.0,4.0,Other,seller,2017.0
25.0,650,1,2,2.0,4.0,Other,seller,2017.0
25.0,650,1,2,2.0,4.0,Other,seller,2017.0
60.0,1386,1,3,3.0,0.0,Other,seller,2021.0
162.0,5100,0,5,5.0,0.0,Other,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
35.0,750,1,2,1.0,0.0,Medavakkam,seller,2021.0
36.0,809,1,2,2.0,0.0,Sembakkam,seller,2021.0
30.0,905,1,2,2.0,4.0,Other,seller,2017.0
39.5,809,1,2,2.0,0.0,Sembakkam,seller,2021.0
39.5,809,1,2,2.0,0.0,Sembakkam,seller,2021.0
39.5,809,1,2,2.0,0.0,Sembakkam,seller,2021.0
39.5,809,1,2,2.0,0.0,Sembakkam,seller,2021.0
39.5,809,1,2,2.0,0.0,Sembakkam,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
42.8,855,1,2,2.0,0.0,Pammal,seller,2021.0
62.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
58.0,1030,1,3,2.0,0.0,Perungalathur,seller,2021.0
87.0,1015,0,2,2.0,0.0,Other,seller,2021.0
85.0,1200,1,2,2.0,0.0,tambaram west,seller,2021.0
71.0,1100,0,3,3.0,0.0,Kolathur,seller,2021.0
162.0,1344,1,2,2.0,0.0,Other,seller,2021.0
162.0,1344,1,2,2.0,0.0,Other,seller,2021.0
49.0,1200,1,2,2.0,0.0,Guduvancheri,seller,2021.0
106.0,1350,1,3,3.0,0.0,West Mambalam,seller,2021.0
33.0,580,1,2,2.0,4.0,Perungalathur,seller,2017.0
45.0,1024,1,3,2.0,0.0,Thirumullaivoyal,seller,2021.0
37.5,845,1,2,2.0,0.0,Kundrathur,seller,2021.0
47.0,1505,1,3,3.0,5.0,Other,seller,2016.0
162.0,2315,0,3,3.0,0.0,Alwarpet,seller,2021.0
72.0,1100,0,3,3.0,0.0,Kolathur,seller,2021.0
34.99,1175,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
21.99,600,1,1,2.0,3.0,Veppampattu,Karthick,2018.0
22.0,600,1,1,2.0,3.0,Veppampattu,Karthick,2018.0
29.0,800,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
32.0,1000,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
39.75,885,0,2,2.0,0.0,Perumbakkam,HomeFirst,2021.0
65.8,1535,0,3,3.0,0.0,Perumbakkam,HomeFirst,2021.0
41.0,1250,1,1,2.0,0.0,Kelambakkam,Elite nisha,2021.0
33.0,1020,1,2,3.0,0.0,Semmancheri,Elite nisha,2021.0
48.0,1270,1,2,1.0,0.0,Kelambakkam,Elite nisha,2021.0
49.0,1110,1,2,2.0,0.0,Navallur,Elite nisha,2021.0
47.0,1060,1,2,2.0,0.0,Semmancheri,Elite nisha,2021.0
43.0,1350,1,2,2.0,0.0,Kelambakkam,Elite nisha,2021.0
162.0,3850,1,5,5.0,5.0,Other,Other,2016.0
145.0,1000,1,2,1.0,3.0,Other,Other,2018.0
120.0,2400,1,4,4.0,0.0,Kolathur,Other,2021.0
73.56,1206,0,3,2.0,0.0,Pammal,Other,2021.0
78.75,1291,0,3,2.0,0.0,Pammal,Other,2021.0
74.96,1229,0,3,2.0,0.0,Pammal,Other,2021.0
56.1,1020,0,3,2.0,0.0,Sembakkam,Individual Agent,2021.0
60.5,1100,0,3,2.0,0.0,Sembakkam,Individual Agent,2021.0
58.0,900,0,2,2.0,0.0,Poonamallee,Other,2021.0
55.0,850,0,2,2.0,0.0,Poonamallee,Other,2021.0
48.0,750,0,2,2.0,0.0,Poonamallee,Other,2021.0
162.0,2452,1,3,3.0,0.0,Other,HomeFirst,2021.0
23.0,500,1,1,1.0,0.0,Nanmangalam,MC Foundation,2021.0
62.08,1194,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
48.41,931,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
47.08,961,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
39.4,788,1,2,2.0,0.0,Perumbakkam,MC Foundation,2021.0
38.61,788,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
45.08,980,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
38.36,834,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
36.57,795,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
64.78,1117,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
78.0,1300,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
54.06,983,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
47.35,861,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
58.26,971,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
81.2,1400,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
69.35,1261,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
49.0,1000,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
43.51,888,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
69.35,1261,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
56.04,1019,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
58.26,971,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
81.2,1400,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
78.0,1300,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
54.06,983,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
47.35,861,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
31.2,600,1,1,1.0,0.0,Medavakkam,MC Foundation,2021.0
74.87,1291,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
68.88,1148,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
53.76,896,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
56.88,1094,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
51.94,999,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
52.2,900,1,2,2.0,0.0,Sembakkam,MC Foundation,2021.0
72.71,1322,1,3,3.0,0.0,Medavakkam,MC Foundation,2021.0
64.78,1117,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
41.11,839,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
43.68,840,1,2,2.0,0.0,Medavakkam,MC Foundation,2021.0
54.05,932,1,2,2.0,0.0,Other,MC Foundation,2021.0
53.41,1187,1,3,3.0,0.0,Sithalapakkam,MC Foundation,2021.0
54.55,1091,1,3,3.0,0.0,Perumbakkam,MC Foundation,2021.0
48.85,977,1,2,2.0,0.0,Perumbakkam,MC Foundation,2021.0
51.96,896,1,2,2.0,0.0,Other,MC Foundation,2021.0
53.39,1139,1,3,3.0,0.0,Nanmangalam,MC Foundation,2021.0
70.6,1400,1,3,3.0,0.0,Perumbakkam,MC Foundation,2021.0
43.15,863,1,2,2.0,0.0,Perumbakkam,MC Foundation,2021.0
58.8,1200,1,3,3.0,0.0,Nanmangalam,MC Foundation,2021.0
49.0,1000,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
43.51,888,1,2,2.0,0.0,Nanmangalam,MC Foundation,2021.0
45.99,1022,1,3,3.0,0.0,Sithalapakkam,MC Foundation,2021.0
41.58,924,1,2,2.0,0.0,Sithalapakkam,MC Foundation,2021.0
58.45,759,1,2,2.0,6.0,Other,Other,2015.0
29.0,650,1,1,1.0,3.0,Other,Propsource Realty Private Limited,2018.0
39.88,1050,1,2,2.0,0.0,Thaiyur,Propsource Realty Private Limited,2021.0
89.0,950,1,2,2.0,0.0,T Nagar,Other,2021.0
69.47,965,0,2,2.0,0.0,Porur,ARB HOMES,2021.0
66.44,923,0,2,2.0,0.0,Porur,ARB HOMES,2021.0
92.65,1287,0,3,2.0,0.0,Porur,ARB HOMES,2021.0
78.1,1085,0,3,3.0,0.0,Porur,ARB HOMES,2021.0
73.93,1027,0,2,2.0,0.0,Porur,ARB HOMES,2021.0
69.9,971,0,2,2.0,0.0,Porur,ARB HOMES,2021.0
69.54,966,0,2,2.0,0.0,Porur,ARB HOMES,2021.0
85.0,1712,1,3,3.0,0.0,Medavakkam,Other,2021.0
162.0,6700,1,4,4.0,0.0,Other,HomeFirst,2021.0
162.0,3700,1,3,3.0,0.0,Other,HomeFirst,2021.0
162.0,1850,1,3,3.0,4.0,Other,Other,2017.0
51.32,1283,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
45.04,1126,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
45.04,1126,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
29.72,743,1,2,2.0,0.0,Selaiyur,MC Foundation,2021.0
53.85,1122,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
43.48,906,1,2,2.0,0.0,Selaiyur,MC Foundation,2021.0
40.27,839,1,2,2.0,0.0,Selaiyur,MC Foundation,2021.0
79.69,1172,1,2,2.0,0.0,tambaram west,MC Foundation,2021.0
75.0,1655,1,3,3.0,1.0,Other,MC Foundation,2020.0
100.0,2100,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
70.0,1600,1,3,3.0,1.0,Other,MC Foundation,2020.0
100.0,2100,1,3,3.0,0.0,Other,MC Foundation,2021.0
95.0,2000,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
90.0,1900,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
95.0,2000,1,3,3.0,0.0,Other,MC Foundation,2021.0
85.0,1800,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
90.0,1900,1,3,3.0,0.0,Other,MC Foundation,2021.0
85.0,1800,1,3,3.0,0.0,Other,MC Foundation,2021.0
80.0,1700,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
80.0,1700,1,3,3.0,0.0,Other,MC Foundation,2021.0
75.0,1655,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
75.0,1655,1,3,3.0,0.0,Other,MC Foundation,2021.0
90.0,1667,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
70.0,1600,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
70.0,1600,1,3,3.0,0.0,Other,MC Foundation,2021.0
120.0,2000,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
100.0,2100,1,3,3.0,1.0,Other,MC Foundation,2020.0
100.0,1821,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
100.0,2100,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
95.0,2000,1,3,3.0,1.0,Other,MC Foundation,2020.0
95.0,1783,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
95.0,2000,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
85.0,1583,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
90.0,1900,1,3,3.0,1.0,Other,MC Foundation,2020.0
90.0,1624,1,3,3.0,0.0,Sembakkam,MC Foundation,2021.0
90.0,1900,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
85.0,1800,1,3,3.0,1.0,Other,MC Foundation,2020.0
125.0,1800,1,3,3.0,0.0,Rajakilpakkam,MC Foundation,2021.0
100.0,1874,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
85.0,1800,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
80.0,1700,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
80.0,1700,1,3,3.0,1.0,Other,MC Foundation,2020.0
95.0,1700,1,3,3.0,0.0,Rajakilpakkam,MC Foundation,2021.0
75.0,1655,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
94.0,1793,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
100.0,2000,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
90.0,1674,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
95.0,1800,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
90.0,1740,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
84.0,1600,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
85.0,1664,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
100.0,2000,1,3,3.0,0.0,tambaram west,MC Foundation,2021.0
95.0,1800,1,3,3.0,0.0,tambaram west,MC Foundation,2021.0
110.0,2000,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
100.0,1839,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
90.0,1700,1,3,3.0,0.0,tambaram west,MC Foundation,2021.0
95.0,1741,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
85.0,1621,1,3,3.0,0.0,tambaram west,MC Foundation,2021.0
130.0,1385,1,3,3.0,0.0,Chromepet,MC Foundation,2021.0
74.0,1300,1,3,3.0,0.0,Madambakkam,MC Foundation,2021.0
69.0,1200,1,2,2.0,0.0,Madambakkam,MC Foundation,2021.0
130.0,1961,1,3,3.0,0.0,Rajakilpakkam,MC Foundation,2021.0
70.0,1600,1,3,3.0,0.0,Selaiyur,MC Foundation,2021.0
140.0,2200,0,4,4.0,0.0,Sembakkam,MC Foundation,2021.0
95.0,1900,1,3,3.0,0.0,Perumbakkam,MC Foundation,2021.0
85.0,1800,1,3,3.0,0.0,Perumbakkam,MC Foundation,2021.0
120.0,1321,1,3,3.0,0.0,Chromepet,MC Foundation,2021.0
90.0,1800,1,4,4.0,0.0,Madambakkam,MC Foundation,2021.0
120.0,1400,1,3,3.0,0.0,Other,MC Foundation,2021.0
85.0,1683,1,3,3.0,0.0,Madambakkam,MC Foundation,2021.0
80.0,1561,1,3,3.0,0.0,Madambakkam,MC Foundation,2021.0
77.0,1483,1,3,3.0,0.0,Madambakkam,MC Foundation,2021.0
110.0,1943,1,3,3.0,0.0,Chromepet,MC Foundation,2021.0
110.0,1300,1,3,3.0,0.0,Other,MC Foundation,2021.0
95.0,1783,1,3,3.0,0.0,Chromepet,MC Foundation,2021.0
60.02,1225,1,3,3.0,0.0,Chromepet,MC Foundation,2021.0
53.6,1094,1,3,3.0,0.0,Chromepet,MC Foundation,2021.0
44.59,910,1,2,2.0,0.0,Chromepet,MC Foundation,2021.0
40.18,820,1,2,2.0,0.0,Chromepet,MC Foundation,2021.0
24.47,505,1,1,1.0,0.0,Chromepet,MC Foundation,2021.0
108.0,1065,1,2,2.0,1.0,Other,seller,2020.0
37.34,770,0,2,2.0,0.0,Ambattur,seller,2021.0
57.12,1190,0,3,3.0,0.0,Nanmangalam,Other,2021.0
64.0,1254,1,2,2.0,0.0,Medavakkam,Other,2021.0
23.0,594,1,1,2.0,3.0,Veppampattu,Karthick,2018.0
26.5,630,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
34.99,1201,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
28.99,751,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
26.99,701,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
29.99,847,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
22.99,609,1,2,2.0,3.0,Veppampattu,Karthick,2018.0
32.0,800,1,2,2.0,0.0,Other,Elite nisha,2021.0
48.0,1200,1,2,2.0,0.0,Other,Elite nisha,2021.0
46.0,1000,0,2,2.0,0.0,Other,Elite nisha,2021.0
53.0,1000,1,2,3.0,0.0,Other,Elite nisha,2021.0
57.0,1500,1,2,3.0,3.0,Other,Elite nisha,2018.0
33.0,1200,1,2,2.0,0.0,Siruseri,Elite nisha,2021.0
36.0,900,1,1,2.0,3.0,Other,Elite nisha,2018.0
58.0,1400,1,3,3.0,0.0,Kelambakkam,Elite nisha,2021.0
57.0,1250,1,2,2.0,0.0,Kelambakkam,Elite nisha,2021.0
53.0,1550,1,2,2.0,0.0,Kelambakkam,Elite nisha,2021.0
52.0,1350,1,2,2.0,0.0,Kelambakkam,Elite nisha,2021.0
46.0,1200,1,1,2.0,0.0,Semmancheri,Elite nisha,2021.0
36.0,1000,1,2,2.0,0.0,Semmancheri,Elite nisha,2021.0
54.0,1050,1,2,2.0,3.0,Other,Elite nisha,2018.0
50.0,1080,1,2,3.0,4.0,Other,Elite nisha,2017.0
58.0,1250,1,2,3.0,4.0,Other,Elite nisha,2017.0
48.0,1160,1,2,3.0,3.0,Other,Elite nisha,2018.0
47.0,1470,1,2,3.0,0.0,Semmancheri,Elite nisha,2021.0
53.0,1060,1,2,3.0,3.0,Other,Elite nisha,2018.0
48.0,1126,1,1,2.0,3.0,Other,Elite nisha,2018.0
78.0,954,1,2,2.0,0.0,Other,Prabha Homes,2021.0
53.0,804,1,2,2.0,0.0,Other,Prabha Homes,2021.0
42.0,509,1,1,1.0,0.0,Other,Prabha Homes,2021.0
48.87,905,1,2,2.0,0.0,Selaiyur,MC Foundation,2021.0
46.54,862,1,2,2.0,0.0,Selaiyur,MC Foundation,2021.0
41.52,769,1,2,2.0,0.0,Selaiyur,MC Foundation,2021.0
69.6,1200,1,3,3.0,0.0,Perungalathur,MC Foundation,2021.0
60.32,1040,1,2,2.0,0.0,Perungalathur,MC Foundation,2021.0
54.17,934,1,2,2.0,0.0,Perungalathur,MC Foundation,2021.0
51.56,889,1,2,2.0,0.0,Perungalathur,MC Foundation,2021.0
66.08,1180,1,3,3.0,0.0,tambaram west,MC Foundation,2021.0
57.12,1020,1,2,2.0,0.0,tambaram west,MC Foundation,2021.0
52.08,930,1,2,2.0,0.0,tambaram west,MC Foundation,2021.0
